function,smellKey,smellId
"public RequestPipelineBuilder<NewInputT, NewOutputT> wrappedWith(BiFunction<HttpClientDependencies, RequestPipeline<InputT, OutputT>, RequestPipeline<NewInputT, NewOutputT>> wrappedFactory){
    return new RequestPipelineBuilder<>(r -> wrappedFactory.apply(r, this.pipelineFactory.apply(r)));
}",java:S119,
"@Override
public Queryable<TResult> ofType(Class<TResult> clazz){
    return factory.ofType(getThis(), clazz);
}",java:S119,
"@Override
public Iterable<Row> scan(ExecutionContext<Row> execCtx, ColocationGroup grp, RangeIterable<Row> ranges, @Nullable ImmutableBitSet requiredColumns){
    return new SystemViewScan<>(execCtx, tbl.descriptor(), ranges, requiredColumns);
}",java:S119,
"@Override
public Enumerable<T> orderBy(Function1<T, TKey> keySelector){
    return EnumerableDefaults.orderBy(getThis(), keySelector);
}",java:S119,
"public static Double sum(Enumerable<TSource> source, NullableDoubleFunction1<TSource> selector){
    return aggregate(source.select(selector), 0d, Extensions.DOUBLE_SUM);
}",java:S119,
"@Override
public Enumerable<TResult> select(Function2<T, Integer, TResult> selector){
    return EnumerableDefaults.select(getThis(), selector);
}",java:S119,
"@Override
public TResult aggregate(TAccumulate seed, FunctionExpression<Function2<TAccumulate, T, TAccumulate>> func, FunctionExpression<Function1<TAccumulate, TResult>> selector){
    return factory.aggregate(getThis(), seed, func, selector);
}",java:S119,
"@Override
public Destination<Row> destination(ExecutionContext<Row> ctx, AffinityService affSrvc, ColocationGroup m, ImmutableIntList k){
    assert m != null && !F.isEmpty(m.assignments()) && k.size() == 1;
    List<List<UUID>> assignments = m.assignments();
    if (U.assertionsEnabled()) {
        for (List<UUID> assignment : assignments) assert F.isEmpty(assignment) || assignment.size() == 1;
    }
    AffinityAdapter<Row> affinity = new AffinityAdapter<>(affSrvc.affinity(cacheId), k.toIntArray(), ctx.rowHandler());
    return new Partitioned<>(assignments, affinity);
}",java:S119,
"@Override
public OrderedQueryable<T> orderBy(FunctionExpression<Function1<T, TKey>> keySelector, Comparator<TKey> comparator){
    return factory.orderBy(getThis(), keySelector, comparator);
}",java:S119,
"public static BigDecimal min(Enumerable<TSource> source, BigDecimalFunction1<TSource> selector){
    Function2<BigDecimal, BigDecimal, BigDecimal> min = minFunction();
    return aggregate(source.select(selector), null, min);
}",java:S119,
"public static TSource max(Enumerable<TSource> source){
    return aggregate(source, maxFunction());
}",java:S119,
"@Override
public OrderedQueryable<T> orderBy(final Queryable<T> source, final FunctionExpression<Function1<T, TKey>> keySelector){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.orderBy(source, keySelector);
        }
    };
}",java:S119,
" static ResponseTransformer<ResponseT, ResponseT> toFile(File file){
    return toFile(file.toPath());
}",java:S119,
"@Override
public Queryable<TResult> groupJoin(Enumerable<TInner> inner, FunctionExpression<Function1<T, TKey>> outerKeySelector, FunctionExpression<Function1<TInner, TKey>> innerKeySelector, FunctionExpression<Function2<T, Enumerable<TInner>, TResult>> resultSelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.groupJoin(getThis(), inner, outerKeySelector.getFunction(), innerKeySelector.getFunction(), resultSelector.getFunction(), comparer).asQueryable();
}",java:S119,
"public static Enumerable<@Nullable TSource> defaultIfEmpty(Enumerable<TSource> enumerable){
    return defaultIfEmpty(enumerable, null);
}",java:S119,
"public static Enumerable<TResult> groupByMultiple(Enumerable<TSource> enumerable, List<Function1<TSource, TKey>> keySelectors, Function0<TAccumulate> accumulatorInitializer, Function2<TAccumulate, TSource, TAccumulate> accumulatorAdder, final Function2<TKey, TAccumulate, TResult> resultSelector){
    return groupByMultiple_(new HashMap<>(), enumerable, keySelectors, accumulatorInitializer, accumulatorAdder, resultSelector);
}",java:S119,
"public static BigDecimal min(Enumerable<TSource> source, NullableBigDecimalFunction1<TSource> selector){
    return aggregate(source.select(selector), minFunction());
}",java:S119,
"@Override
public Queryable<TResult> ofType(Class<TResult> clazz){
    return EnumerableDefaults.ofType(getThis(), clazz).asQueryable();
}",java:S119,
"public static short getKeySize(IO io, long pageAddr, int idx){
    return PageUtils.getShort(pageAddr, io.offset(idx) + 8);
}",java:S119,
"public boolean isOfType(Class<T_SUGGESTED> type){
    return this.type.equals(type);
}",java:S119,
"public static OrderedQueryable<T> orderBy(Queryable<T> source, FunctionExpression<Function1<T, TKey>> keySelector){
    throw Extensions.todo();
}",java:S119,
"public static Enumerable<TSource> distinct(Enumerable<TSource> enumerable){
    final Enumerator<TSource> os = enumerable.enumerator();
    final Set<TSource> set = new HashSet<>();
    while (os.moveNext()) {
        set.add(os.current());
    }
    os.close();
    return Linq4j.asEnumerable(set);
}",java:S119,
"public static ConsequenceBuilder._14<T1, T2, T3, T4, T5, T6, T7, T8, T9, T10, T11, T12, T13, T14> on(Variable<T1> arg1, Variable<T2> arg2, Variable<T3> arg3, Variable<T4> arg4, Variable<T5> arg5, Variable<T6> arg6, Variable<T7> arg7, Variable<T8> arg8, Variable<T9> arg9, Variable<T10> arg10, Variable<T11> arg11, Variable<T12> arg12, Variable<T13> arg13, Variable<T14> arg14){
    return new ConsequenceBuilder._14(arg1, arg2, arg3, arg4, arg5, arg6, arg7, arg8, arg9, arg10, arg11, arg12, arg13, arg14);
}",java:S119,
"public void addCacheGroupHandler(int hndId, Class<Msg> type, IgniteBiInClosure<UUID, ? super Msg> c){
    assert !type.isAssignableFrom(GridCacheIdMessage.class) : type;
    addHandler(hndId, NONE, type, c, grpHandlers);
}",java:S119,
"public static Enumerable<TResult> select(final Enumerable<TSource> source, final Function1<TSource, TResult> selector){
    if (selector == Functions.identitySelector()) {
        return (Enumerable<TResult>) source;
    }
    return new AbstractEnumerable<TResult>() {

        @Override
        public Enumerator<TResult> enumerator() {
            return new Enumerator<TResult>() {

                final Enumerator<TSource> enumerator = source.enumerator();

                @Override
                public TResult current() {
                    return selector.apply(enumerator.current());
                }

                @Override
                public boolean moveNext() {
                    return enumerator.moveNext();
                }

                @Override
                public void reset() {
                    enumerator.reset();
                }

                @Override
                public void close() {
                    enumerator.close();
                }
            };
        }
    };
}",java:S119,
" static Function1<TSource, Wrapped<TSource>> wrapperFor(final EqualityComparer<TSource> comparer){
    return a0 -> Wrapped.upAs(comparer, a0);
}",java:S119,
"@Override
public Queryable<TResult> groupBy(final Queryable<T> source, final FunctionExpression<Function1<T, TKey>> keySelector, final FunctionExpression<Function1<T, TElement>> elementSelector, final FunctionExpression<Function2<TKey, Enumerable<TElement>, TResult>> resultSelector, final EqualityComparer<TKey> comparer){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.groupBy(source, keySelector, elementSelector, resultSelector, comparer);
        }
    }.castQueryable();
}",java:S119,
"public static double max(Enumerable<TSource> source, DoubleFunction1<TSource> selector){
    return requireNonNull(aggregate(source.select(adapt(selector)), Extensions.DOUBLE_MAX));
}",java:S119,
"public static boolean contains(Enumerable<TSource> enumerable, TSource element){
    try (Enumerator<TSource> os = enumerable.enumerator()) {
        while (os.moveNext()) {
            TSource o = os.current();
            if (Objects.equals(o, element)) {
                return true;
            }
        }
        return false;
    }
}",java:S119,
"private static Enumerable<TSource> semiEquiJoin_(final Enumerable<TSource> outer, final Enumerable<TInner> inner, final Function1<TSource, TKey> outerKeySelector, final Function1<TInner, TKey> innerKeySelector, @Nullable final EqualityComparer<TKey> comparer, final boolean anti){
    return new AbstractEnumerable<TSource>() {

        @Override
        public Enumerator<TSource> enumerator() {
            final Supplier<Enumerable<TKey>> innerLookup = Suppliers.memoize(() -> comparer == null ? inner.select(innerKeySelector).distinct() : inner.select(innerKeySelector).distinct(comparer));
            final Predicate1<TSource> predicate = anti ? v0 -> !innerLookup.get().contains(outerKeySelector.apply(v0)) : v0 -> innerLookup.get().contains(outerKeySelector.apply(v0));
            return EnumerableDefaults.where(outer.enumerator(), predicate);
        }
    };
}",java:S119,
"public static IndexSpoolNode<Row> createHashSpool(ExecutionContext<Row> ctx, RelDataType rowType, ImmutableBitSet keys, @Nullable Predicate<Row> filter, Supplier<Row> searchRow, boolean allowNulls){
    RuntimeHashIndex<Row> idx = new RuntimeHashIndex<>(ctx, keys, allowNulls);
    ScanNode<Row> scan = new ScanNode<>(ctx, rowType, idx.scan(searchRow), filter, null);
    return new IndexSpoolNode<>(ctx, rowType, idx, scan);
}",java:S119,
"@Override
public Queryable<TResult> join(Enumerable<TInner> inner, FunctionExpression<Function1<T, TKey>> outerKeySelector, FunctionExpression<Function1<TInner, TKey>> innerKeySelector, FunctionExpression<Function2<T, TInner, TResult>> resultSelector){
    return EnumerableDefaults.hashJoin(getThis(), inner, outerKeySelector.getFunction(), innerKeySelector.getFunction(), resultSelector.getFunction()).asQueryable();
}",java:S119,
"@Override
public Queryable<Grouping<TKey, TElement>> groupBy(Queryable<T> source, FunctionExpression<Function1<T, TKey>> keySelector, FunctionExpression<Function1<T, TElement>> elementSelector){
    throw new UnsupportedOperationException();
}",java:S119,
"public static Map<TKey, TSource> toMap(Enumerable<TSource> source, Function1<TSource, TKey> keySelector){
    return toMap(source, keySelector, Functions.identitySelector());
}",java:S119,
" T wrapMixinT(Class<T> mixinClass, MIXEE mixee, SyncControl syncControl){
    return wrapMixin(mixinClass, mixee, syncControl);
}",java:S119,
"public static TSource first(Enumerable<TSource> enumerable){
    try (Enumerator<TSource> os = enumerable.enumerator()) {
        if (os.moveNext()) {
            return os.current();
        }
        throw new NoSuchElementException();
    }
}",java:S119,
"@Override
public Enumerable<TResult> groupBy(Function1<T, TKey> keySelector, Function0<TAccumulate> accumulatorInitializer, Function2<TAccumulate, T, TAccumulate> accumulatorAdder, Function2<TKey, TAccumulate, TResult> resultSelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.groupBy(getThis(), keySelector, accumulatorInitializer, accumulatorAdder, resultSelector, comparer);
}",java:S119,
"public static CollectNode<Row> createCountCollector(ExecutionContext<Row> ctx){
    RelDataType rowType = ctx.getTypeFactory().createSqlType(SqlTypeName.BIGINT);
    Collector<Row> collector = new Counter<>(ctx.rowHandler(), ctx.rowHandler().factory(ctx.getTypeFactory(), rowType), 1);
    return new CollectNode<>(ctx, rowType, collector);
}",java:S119,
"@Override
public Enumerable<TResult> groupBy(Function1<T, TKey> keySelector, Function1<T, TElement> elementSelector, Function2<TKey, Enumerable<TElement>, TResult> resultSelector){
    return EnumerableDefaults.groupBy(getThis(), keySelector, elementSelector, resultSelector);
}",java:S119,
"public static JoinClause<K, T0, Entry<K, T1_OUT>, T1_OUT> joinMapEntries(FunctionEx<? super T0, ? extends K> leftKeyFn){
    return new JoinClause<>(leftKeyFn, Entry::getKey, Entry::getValue);
}",java:S119,
"@Nullable
public static TSource singleOrDefault(Enumerable<TSource> source){
    TSource toRet = null;
    try (Enumerator<TSource> os = source.enumerator()) {
        if (os.moveNext()) {
            toRet = os.current();
        }
        if (os.moveNext()) {
            return null;
        }
        return toRet;
    }
}",java:S119,
"public static RequestPipelineBuilder<InputT, OutputT> first(Function<HttpClientDependencies, RequestPipeline<InputT, OutputT>> pipelineFactory){
    return new RequestPipelineBuilder<>(pipelineFactory);
}",java:S119,
"@Override
public Queryable<TResult> select(FunctionExpression<Function1<T, TResult>> selector){
    return EnumerableDefaults.select(getThis(), selector.getFunction()).asQueryable();
}",java:S119,
"@Override
public Queryable<Grouping<TKey, T>> groupBy(final Queryable<T> source, final FunctionExpression<Function1<T, TKey>> keySelector){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.groupBy(source, keySelector);
        }
    }.castQueryable();
}",java:S119,
"public static Enumerable<TResult> correlateJoin(final JoinType joinType, final Enumerable<TSource> outer, final Function1<TSource, Enumerable<TInner>> inner, final Function2<TSource, ? super @Nullable TInner, TResult> resultSelector){
    if (joinType == JoinType.RIGHT || joinType == JoinType.FULL) {
        throw new IllegalArgumentException(""JoinType "" + joinType + "" is not valid for correlation"");
    }
    return new AbstractEnumerable<TResult>() {

        @Override
        public Enumerator<TResult> enumerator() {
            return new Enumerator<TResult>() {

                private final Enumerator<TSource> outerEnumerator = outer.enumerator();

                @Nullable
                private Enumerator<TInner> innerEnumerator;

                @Nullable
                TSource outerValue;

                @Nullable
                TInner innerValue;

                int state = 0;

                @Override
                public TResult current() {
                    return resultSelector.apply(castNonNull(outerValue), innerValue);
                }

                @Override
                public boolean moveNext() {
                    while (true) {
                        switch(state) {
                            case 0:
                                if (!outerEnumerator.moveNext()) {
                                    return false;
                                }
                                outerValue = outerEnumerator.current();
                                Enumerable<TInner> innerEnumerable = inner.apply(outerValue);
                                if (innerEnumerable == null) {
                                    innerEnumerable = Linq4j.emptyEnumerable();
                                }
                                if (innerEnumerator != null) {
                                    innerEnumerator.close();
                                }
                                innerEnumerator = innerEnumerable.enumerator();
                                if (innerEnumerator.moveNext()) {
                                    switch(joinType) {
                                        case ANTI:
                                            continue;
                                        case SEMI:
                                            return true;
                                        default:
                                            break;
                                    }
                                    innerValue = innerEnumerator.current();
                                    state = 1;
                                    return true;
                                }
                                innerValue = null;
                                switch(joinType) {
                                    case LEFT:
                                    case ANTI:
                                        return true;
                                    default:
                                        break;
                                }
                                continue;
                            case 1:
                                Enumerator<TInner> innerEnumerator = requireNonNull(this.innerEnumerator);
                                if (innerEnumerator.moveNext()) {
                                    innerValue = innerEnumerator.current();
                                    return true;
                                }
                                state = 0;
                                break;
                            default:
                                break;
                        }
                    }
                }

                @Override
                public void reset() {
                    state = 0;
                    outerEnumerator.reset();
                    closeInner();
                }

                @Override
                public void close() {
                    outerEnumerator.close();
                    closeInner();
                    outerValue = null;
                }

                private void closeInner() {
                    innerValue = null;
                    if (innerEnumerator != null) {
                        innerEnumerator.close();
                        innerEnumerator = null;
                    }
                }
            };
        }
    };
}",java:S119,
"private static Vector applyToVector(IgniteModel<IS, IA> mdl, IgniteFunction<IA, Vector> submodelOutput2VectorConverter, IgniteFunction<Vector, IS> vector2SubmodelInputConverter, Vector v){
    return vector2SubmodelInputConverter.andThen(mdl::predict).andThen(submodelOutput2VectorConverter).apply(v);
}",java:S119,
"public static Query10Def<T1, T2, T3, T4, T5, T6, T7, T8, T9, T10> query(String name, Class<T1> type1, String arg1name, Class<T2> type2, String arg2name, Class<T3> type3, String arg3name, Class<T4> type4, String arg4name, Class<T5> type5, String arg5name, Class<T6> type6, String arg6name, Class<T7> type7, String arg7name, Class<T8> type8, String arg8name, Class<T9> type9, String arg9name, Class<T10> type10, String arg10name){
    return new Query10DefImpl<>(VIEW_BUILDER, name, type1, arg1name, type2, arg2name, type3, arg3name, type4, arg4name, type5, arg5name, type6, arg6name, type7, arg7name, type8, arg8name, type9, arg9name, type10, arg10name);
}",java:S119,
"private ModifyTuple insertTuple(Row row, ExecutionContext<Row> ectx) throws IgniteCheckedException{
    Object key = insertKey(row, ectx);
    Object val = insertVal(row, ectx);
    if (cacheContext().binaryMarshaller()) {
        if (key instanceof BinaryObjectBuilder)
            key = ((BinaryObjectBuilder) key).build();
        if (val instanceof BinaryObjectBuilder)
            val = ((BinaryObjectBuilder) val).build();
    }
    typeDesc.validateKeyAndValue(key, val);
    return new ModifyTuple(key, val, TableModify.Operation.INSERT);
}",java:S119,
"public static F newLayoutInfo(final A anyTO, final List<String> anyTypeClasses, final FL anyFormLayout, final AbstractAnyRestClient<?> anyRestClient, final PageReference pageRef){
    try {
        if (anyTO instanceof UserTO) {
            return anyFormLayout.getFormClass().getConstructor(anyTO.getClass(), anyTO.getClass(), List.class, anyFormLayout.getClass(), UserRestClient.class, pageRef.getClass()).newInstance(null, anyTO, anyTypeClasses, anyFormLayout, anyRestClient, pageRef);
        }
        if (anyTO instanceof GroupTO) {
            return anyFormLayout.getFormClass().getConstructor(anyTO.getClass(), List.class, anyFormLayout.getClass(), GroupRestClient.class, pageRef.getClass()).newInstance(anyTO, anyTypeClasses, anyFormLayout, anyRestClient, pageRef);
        }
        return anyFormLayout.getFormClass().getConstructor(anyTO.getClass(), List.class, anyFormLayout.getClass(), AnyObjectRestClient.class, pageRef.getClass()).newInstance(anyTO, anyTypeClasses, anyFormLayout, anyRestClient, pageRef);
    } catch (NoSuchMethodException | SecurityException | InstantiationException | IllegalAccessException | IllegalArgumentException | InvocationTargetException e) {
        throw new IllegalArgumentException(""Could not instantiate "" + anyFormLayout.getFormClass().getName(), e);
    }
}",java:S119,
"private static Enumerable<TResult> hashJoinWithPredicate_(final Enumerable<TSource> outer, final Enumerable<TInner> inner, final Function1<TSource, TKey> outerKeySelector, final Function1<TInner, TKey> innerKeySelector, final Function2<TSource, TInner, TResult> resultSelector, @Nullable final EqualityComparer<TKey> comparer, final boolean generateNullsOnLeft, final boolean generateNullsOnRight, final Predicate2<TSource, TInner> predicate){
    return new AbstractEnumerable<TResult>() {

        @Override
        public Enumerator<TResult> enumerator() {
            final Enumerable<TInner> innerToLookUp = generateNullsOnLeft ? Linq4j.asEnumerable(inner.toList()) : inner;
            final Lookup<TKey, TInner> innerLookup = comparer == null ? innerToLookUp.toLookup(innerKeySelector) : innerToLookUp.toLookup(innerKeySelector, comparer);
            return new Enumerator<TResult>() {

                Enumerator<TSource> outers = outer.enumerator();

                Enumerator<TInner> inners = Linq4j.emptyEnumerator();

                @Nullable
                List<TInner> innersUnmatched = generateNullsOnLeft ? new ArrayList<>(innerToLookUp.toList()) : null;

                @Override
                public TResult current() {
                    return resultSelector.apply(outers.current(), inners.current());
                }

                @Override
                public boolean moveNext() {
                    for (; ; ) {
                        if (inners.moveNext()) {
                            return true;
                        }
                        if (!outers.moveNext()) {
                            if (innersUnmatched != null) {
                                inners = Linq4j.enumerator(innersUnmatched);
                                outers.close();
                                outers = Linq4j.singletonNullEnumerator();
                                outers.moveNext();
                                innersUnmatched = null;
                                continue;
                            }
                            return false;
                        }
                        final TSource outer = outers.current();
                        Enumerable<TInner> innerEnumerable;
                        if (outer == null) {
                            innerEnumerable = null;
                        } else {
                            final TKey outerKey = outerKeySelector.apply(outer);
                            if (outerKey == null) {
                                innerEnumerable = null;
                            } else {
                                innerEnumerable = innerLookup.get(outerKey);
                                if (innerEnumerable != null) {
                                    final List<TInner> matchedInners = new ArrayList<>();
                                    try (Enumerator<TInner> innerEnumerator = innerEnumerable.enumerator()) {
                                        while (innerEnumerator.moveNext()) {
                                            final TInner inner = innerEnumerator.current();
                                            if (predicate.apply(outer, inner)) {
                                                matchedInners.add(inner);
                                            }
                                        }
                                    }
                                    innerEnumerable = Linq4j.asEnumerable(matchedInners);
                                    if (innersUnmatched != null) {
                                        innersUnmatched.removeAll(matchedInners);
                                    }
                                }
                            }
                        }
                        if (innerEnumerable == null || !innerEnumerable.any()) {
                            if (generateNullsOnRight) {
                                inners = Linq4j.singletonNullEnumerator();
                            } else {
                                inners = Linq4j.emptyEnumerator();
                            }
                        } else {
                            inners = innerEnumerable.enumerator();
                        }
                    }
                }

                @Override
                public void reset() {
                    outers.reset();
                }

                @Override
                public void close() {
                    outers.close();
                }
            };
        }
    };
}",java:S119,
"private static Supplier<Accumulator<Row>> accumulatorFunctionFactory(AggregateCall call, ExecutionContext<Row> ctx){
    RowHandler<Row> hnd = ctx.rowHandler();
    switch(call.getAggregation().getName()) {
        case ""COUNT"":
            return () -> new LongCount<>(call, hnd);
        case ""AVG"":
            return avgFactory(call, hnd);
        case ""SUM"":
            return sumFactory(call, hnd);
        case ""$SUM0"":
            return sumEmptyIsZeroFactory(call, hnd);
        case ""MIN"":
        case ""EVERY"":
            return minFactory(call, hnd);
        case ""MAX"":
        case ""SOME"":
            return maxFactory(call, hnd);
        case ""SINGLE_VALUE"":
            return () -> new SingleVal<>(call, hnd);
        case ""ANY_VALUE"":
            return () -> new AnyVal<>(call, hnd);
        case ""LISTAGG"":
        case ""ARRAY_AGG"":
        case ""ARRAY_CONCAT_AGG"":
            return listAggregateSupplier(call, ctx);
        default:
            throw new AssertionError(call.getAggregation().getName());
    }
}",java:S119,
"public static int count(Enumerable<TSource> enumerable, Predicate1<TSource> predicate){
    return (int) longCount(enumerable, predicate);
}",java:S119,
"@Override
public Queryable<Grouping<TKey, T>> groupBy(FunctionExpression<Function1<T, TKey>> keySelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.groupBy(getThis(), keySelector.getFunction(), comparer).asQueryable();
}",java:S119,
"public static Enumerable<TSource> intersect(Enumerable<TSource> source0, Enumerable<TSource> source1, EqualityComparer<TSource> comparer){
    return intersect(source0, source1, comparer, false);
}",java:S119,
"@Override
public Map<TKey, TElement> toMap(Function1<T, TKey> keySelector, Function1<T, TElement> elementSelector, EqualityComparer<TKey> comparer){
    return EnumerableDefaults.toMap(getThis(), keySelector, elementSelector, comparer);
}",java:S119,
"private void sendRequestWithRightRegion(T request, Function<T, CompletableFuture<ReturnT>> operation, String bucketName, CompletableFuture<ReturnT> returnFuture, String region){
    bucketToRegionCache.put(bucketName, Region.of(region));
    CompletableFuture<ReturnT> newFuture = operation.apply(requestWithDecoratedEndpointProvider(request, () -> Region.of(region), serviceClientConfiguration().endpointProvider().get()));
    CompletableFutureUtils.forwardResultTo(newFuture, returnFuture);
    CompletableFutureUtils.forwardExceptionTo(returnFuture, newFuture);
}",java:S119,
"public static Enumerable<TResult> select(final Enumerable<TSource> source, final Function2<TSource, Integer, TResult> selector){
    return new AbstractEnumerable<TResult>() {

        @Override
        public Enumerator<TResult> enumerator() {
            return new Enumerator<TResult>() {

                final Enumerator<TSource> enumerator = source.enumerator();

                int n = -1;

                @Override
                public TResult current() {
                    return selector.apply(enumerator.current(), n);
                }

                @Override
                public boolean moveNext() {
                    if (enumerator.moveNext()) {
                        ++n;
                        return true;
                    } else {
                        return false;
                    }
                }

                @Override
                public void reset() {
                    enumerator.reset();
                }

                @Override
                public void close() {
                    enumerator.close();
                }
            };
        }
    };
}",java:S119,
"public static Enumerable<TSource> semiJoin(final Enumerable<TSource> outer, final Enumerable<TInner> inner, final Function1<TSource, TKey> outerKeySelector, final Function1<TInner, TKey> innerKeySelector){
    return semiEquiJoin_(outer, inner, outerKeySelector, innerKeySelector, null, false);
}",java:S119,
"@Override
public Queryable<TResult> join(Queryable<T> source, Enumerable<TInner> inner, FunctionExpression<Function1<T, TKey>> outerKeySelector, FunctionExpression<Function1<TInner, TKey>> innerKeySelector, FunctionExpression<Function2<T, TInner, TResult>> resultSelector){
    throw new UnsupportedOperationException();
}",java:S119,
"public static Enumerable<TSource> takeWhileLong(final Enumerable<TSource> source, final Predicate2<TSource, Long> predicate){
    return new AbstractEnumerable<TSource>() {

        @Override
        public Enumerator<TSource> enumerator() {
            return new TakeWhileLongEnumerator<>(source.enumerator(), predicate);
        }
    };
}",java:S119,
"public static Enumerable<TSource> where(final Enumerable<TSource> source, final Predicate2<TSource, Integer> predicate){
    return new AbstractEnumerable<TSource>() {

        @Override
        public Enumerator<TSource> enumerator() {
            return new Enumerator<TSource>() {

                final Enumerator<TSource> enumerator = source.enumerator();

                int n = -1;

                @Override
                public TSource current() {
                    return enumerator.current();
                }

                @Override
                public boolean moveNext() {
                    while (enumerator.moveNext()) {
                        ++n;
                        if (predicate.apply(enumerator.current(), n)) {
                            return true;
                        }
                    }
                    return false;
                }

                @Override
                public void reset() {
                    enumerator.reset();
                    n = -1;
                }

                @Override
                public void close() {
                    enumerator.close();
                }
            };
        }
    };
}",java:S119,
" static PrintStream setupConsole(CliSpec<CliFlagsT> spec){
    if (null == spec.console()) {
        return System.out;
    } else {
        return spec.console();
    }
}",java:S119,
"@Override
@PolyNull
public TAccumulate aggregate(@PolyNull TAccumulate seed, Function2<@PolyNull TAccumulate, T, @PolyNull TAccumulate> func){
    return EnumerableDefaults.aggregate(getThis(), seed, func);
}",java:S119,
"@Override
public Queryable<TResult> selectManyN(FunctionExpression<Function2<T, Integer, Enumerable<TResult>>> selector){
    return factory.selectManyN(getThis(), selector);
}",java:S119,
"public static Enumerable<TSource> take(Enumerable<TSource> source, final int count){
    return takeWhile(source, (v1, v2) -> {
        return v2 < count;
    });
}",java:S119,
"public static void printUsage(CliSpec<CliOptsT> spec){
    Cli<CliOptsT> cli = new Cli<>(spec);
    cli.usage();
}",java:S119,
"public static Integer min(Enumerable<TSource> source, NullableIntegerFunction1<TSource> selector){
    return aggregate(source.select(selector), null, Extensions.INTEGER_MIN);
}",java:S119,
"public static Enumerable<TSource> reverse(Enumerable<TSource> source){
    final List<TSource> list = toList(source);
    final int n = list.size();
    return Linq4j.asEnumerable(new AbstractList<TSource>() {

        @Override
        public TSource get(int index) {
            return list.get(n - 1 - index);
        }

        @Override
        public int size() {
            return n;
        }
    });
}",java:S119,
"@Override
public Enumerable<TResult> hashJoin(Enumerable<TInner> inner, Function1<T, TKey> outerKeySelector, Function1<TInner, TKey> innerKeySelector, Function2<T, TInner, TResult> resultSelector, EqualityComparer<TKey> comparer, boolean generateNullsOnLeft, boolean generateNullsOnRight){
    return EnumerableDefaults.hashJoin(getThis(), inner, outerKeySelector, innerKeySelector, resultSelector, comparer, generateNullsOnLeft, generateNullsOnRight);
}",java:S119,
"public static Enumerable<TSource> take(Enumerable<TSource> source, final long count){
    return takeWhileLong(source, (v1, v2) -> {
        return v2 < count;
    });
}",java:S119,
"@Override
public Queryable<TResult> selectManyN(FunctionExpression<Function2<T, Integer, Enumerable<TResult>>> selector){
    return EnumerableDefaults.selectMany(getThis(), selector.getFunction()).asQueryable();
}",java:S119,
"@Override
public Queryable<TResult> groupByK(Queryable<T> source, FunctionExpression<Function1<T, TKey>> keySelector, FunctionExpression<Function2<TKey, Enumerable<T>, TResult>> elementSelector, EqualityComparer<TKey> comparer){
    throw new UnsupportedOperationException();
}",java:S119,
"public static CompletableFuture<SourceT> forwardTransformedResultTo(CompletableFuture<SourceT> src, CompletableFuture<DestT> dst, Function<SourceT, DestT> function){
    src.whenComplete((r, e) -> {
        if (e != null) {
            dst.completeExceptionally(e);
        } else {
            dst.complete(function.apply(r));
        }
    });
    return src;
}",java:S119,
"@Override
public Queryable<TResult> selectManyN(final Queryable<T> source, final FunctionExpression<Function1<T, Enumerable<TCollection>>> collectionSelector, final FunctionExpression<Function2<T, TCollection, TResult>> resultSelector){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.selectManyN(source, collectionSelector, resultSelector);
        }
    }.castQueryable();
}",java:S119,
"@Nullable
public static Float max(Enumerable<TSource> source, NullableFloatFunction1<TSource> selector){
    return aggregate(source.select(selector), Extensions.FLOAT_MAX);
}",java:S119,
"@Override
public TAccumulate aggregate(TAccumulate seed, FunctionExpression<Function2<TAccumulate, T, TAccumulate>> selector){
    return EnumerableDefaults.aggregate(getThis(), seed, selector.getFunction());
}",java:S119,
"public static Queryable<Grouping<TKey, T>> groupBy(Queryable<T> queryable, FunctionExpression<Function1<T, TKey>> keySelector){
    throw Extensions.todo();
}",java:S119,
"@Override
public Queryable<TResult> groupJoin(Enumerable<TInner> inner, FunctionExpression<Function1<T, TKey>> outerKeySelector, FunctionExpression<Function1<TInner, TKey>> innerKeySelector, FunctionExpression<Function2<T, Enumerable<TInner>, TResult>> resultSelector){
    return factory.groupJoin(getThis(), inner, outerKeySelector, innerKeySelector, resultSelector);
}",java:S119,
"public static Queryable<TResult> selectMany(Queryable<T> source, FunctionExpression<Function2<T, Integer, Enumerable<TCollection>>> collectionSelector, FunctionExpression<Function2<T, TCollection, TResult>> resultSelector){
    throw Extensions.todo();
}",java:S119,
"@Override
public Queryable<TResult> zip(final Queryable<T> source, final Enumerable<T1> source1, final FunctionExpression<Function2<T, T1, TResult>> resultSelector){
    return new NonLeafReplayableQueryable<T>(source) {

        @Override
        public void replay(QueryableFactory<T> factory) {
            factory.zip(source, source1, resultSelector);
        }
    }.castQueryable();
}",java:S119,
