function,smellKey,smellKey_encoded
"public LinkedList getContent(){
    return content;
}",java:S1319,22
"public Tree dupNode(){
    return new DroolsTree(this);
}",java:S1161,11
"public String toString(){
    return this.getMessage();
}",java:S1161,11
"public String getMessage(){
    return this.message;
}",java:S1161,11
"public LinkedList<DroolsSentence> getEditorInterface(){
    return editorInterface;
}",java:S1319,22
"public DroolsToken getLastTokenOnList(LinkedList<?> list){
    DroolsToken lastToken = null;
    for (Object object : list) {
        if (object instanceof DroolsToken) {
            lastToken = (DroolsToken) object;
        }
    }
    return lastToken;
}",java:S1319,22
"public String retrieveLT(int LTNumber){
    if (null == input)
        return null;
    if (null == input.LT(LTNumber))
        return null;
    if (null == input.LT(LTNumber).getText())
        return null;
    return input.LT(LTNumber).getText();
}",java:S117,12
"public boolean validateLT(int LTNumber, String text){
    String text2Validate = retrieveLT(LTNumber);
    return validateText(text, text2Validate);
}",java:S117,12
"public boolean validateAttribute(int index){
    String text2Validate = retrieveLT(index);
    return validateText(text2Validate, DroolsSoftKeywords.SALIENCE) || validateText(text2Validate, DroolsSoftKeywords.ENABLED) || (validateText(text2Validate, DroolsSoftKeywords.NO) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.LOOP)) || (validateText(text2Validate, DroolsSoftKeywords.AUTO) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.FOCUS)) || (validateText(text2Validate, DroolsSoftKeywords.LOCK) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.ON) && validateLT(index + 3, ""-"") && validateLT(index + 4, DroolsSoftKeywords.ACTIVE)) || (validateText(text2Validate, DroolsSoftKeywords.AGENDA) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.GROUP)) || (validateText(text2Validate, DroolsSoftKeywords.ACTIVATION) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.GROUP)) || (validateText(text2Validate, DroolsSoftKeywords.RULEFLOW) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.GROUP)) || (validateText(text2Validate, DroolsSoftKeywords.DATE) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.EFFECTIVE)) || (validateText(text2Validate, DroolsSoftKeywords.DATE) && validateLT(index + 1, ""-"") && validateLT(index + 2, DroolsSoftKeywords.EXPIRES)) || validateText(text2Validate, DroolsSoftKeywords.DIALECT) || validateText(text2Validate, DroolsSoftKeywords.CALENDARS) || validateText(text2Validate, DroolsSoftKeywords.TIMER) || validateText(text2Validate, DroolsSoftKeywords.DURATION) || validateText(text2Validate, DroolsSoftKeywords.REFRACT) || validateText(text2Validate, DroolsSoftKeywords.DIRECT);
}",java:S3776,39
"public void setValuePattern(String value){
    if (value != null) {
        StringBuilder valuePatternBuffer = new StringBuilder();
        valuePatternBuffer.append(value);
        if (value.endsWith("" "")) {
            valuePatternBuffer.deleteCharAt(valuePatternBuffer.length() - 1);
        }
        String pat = valuePatternBuffer.toString().replaceAll(""\\\\(#|\\{|\\})"", ""$1"").replaceAll(""\\\\n"", ""\n"").replaceAll(""\\\\\\$"", ""\\$"");
        super.setValuePattern(pat);
    }
}",java:S1161,11
"private static int balancedCapture(char[] chars, int start, int end, char type){
    int depth = 1;
    char term = type;
    switch(type) {
        case '[':
            term = ']';
            break;
        case '{':
            term = '}';
            break;
        case '(':
            term = ')';
            break;
    }
    if (type == term) {
        for (start++; start < end; start++) {
            if (chars[start] == type) {
                return start;
            }
        }
    } else {
        for (start++; start < end; start++) {
            if (start < end && chars[start] == '/') {
                if (start + 1 == end)
                    return start;
                if (chars[start + 1] == '/') {
                    start++;
                    while (start < end && chars[start] != '\n') start++;
                } else if (chars[start + 1] == '*') {
                    start += 2;
                    SkipComment: while (start < end) {
                        switch(chars[start]) {
                            case '*':
                                if (start + 1 < end && chars[start + 1] == '/') {
                                    break SkipComment;
                                }
                            case '\r':
                            case '\n':
                                break;
                        }
                        start++;
                    }
                }
            }
            if (start == end)
                return start;
            if (chars[start] == '\'' || chars[start] == '""') {
                start = captureStringLiteral(chars[start], chars, start, end);
            } else if (chars[start] == type) {
                depth++;
            } else if (chars[start] == term && --depth == 0) {
                return start;
            }
        }
    }
    switch(type) {
        case '[':
            throw new RuntimeException(""unbalanced braces [ ... ]"");
        case '{':
            throw new RuntimeException(""unbalanced braces { ... }"");
        case '(':
            throw new RuntimeException(""unbalanced braces ( ... )"");
        default:
            throw new RuntimeException(""unterminated string literal"");
    }
}",java:S3776,39
"private String readFile(Reader reader) throws IOException{
    lineLengths = new ArrayList<>();
    lineLengths.add(null);
    LineNumberReader lnr = new LineNumberReader(reader);
    StringBuilder sb = new StringBuilder();
    int nlCount = 0;
    boolean inEntry = false;
    String line;
    while ((line = lnr.readLine()) != null) {
        lineLengths.add(line.length());
        Matcher commentMat = commentPat.matcher(line);
        if (commentMat.matches()) {
            if (inEntry) {
                nlCount++;
            } else {
                sb.append('\n');
            }
            if (""#/"".equals(commentMat.group(2))) {
                String[] options = commentMat.group(1).substring(2).trim().split(""\\s+"");
                Collections.addAll(optionSet, options);
            }
            continue;
        }
        if (entryPat.matcher(line).matches()) {
            if (inEntry) {
                for (int i = 0; i < nlCount; i++) sb.append('\n');
            }
            sb.append(line);
            nlCount = 1;
            inEntry = true;
            continue;
        }
        sb.append(' ').append(line);
        nlCount++;
    }
    if (inEntry)
        sb.append('\n');
    lnr.close();
    return sb.toString();
}",java:S3776,39
"private String applyFunc(String theFunc, String theValue){
    if (theFunc != null) {
        if (""uc"".equals(theFunc)) {
            theValue = theValue.toUpperCase();
        } else if (""lc"".equals(theFunc)) {
            theValue = theValue.toLowerCase();
        } else if (""ucfirst"".equals(theFunc)) {
            Matcher letterMat = letterPat.matcher(theValue);
            if (letterMat.find()) {
                int pos = letterMat.start();
                theValue = theValue.substring(0, pos) + theValue.substring(pos, pos + 1).toUpperCase() + theValue.substring(pos + 1).toLowerCase();
            }
        } else if (theFunc.startsWith(""num"")) {
            String numStr = theValue.replaceAll(""[^-\\d]+"", """");
            try {
                long numLong = Long.parseLong(numStr);
                if (theValue.matches(""^.*[.,]\\d\\d(?:\\D.*|$)"")) {
                    numStr = Long.toString(numLong);
                    theValue = numStr.substring(0, numStr.length() - 2) + '.' + numStr.substring(numStr.length() - 2);
                } else {
                    theValue = Long.toString(numLong);
                }
            } catch (NumberFormatException nfe) {
            }
        } else {
            StringTokenizer strTok = new StringTokenizer(theFunc, ""?/"", true);
            boolean compare = true;
            int toks = strTok.countTokens();
            while (toks >= 4) {
                String key = strTok.nextToken();
                String qmk = strTok.nextToken();
                String val = strTok.nextToken();
                String sep = strTok.nextToken();
                if (key.equals(theValue)) {
                    theValue = val;
                    break;
                }
                toks -= 4;
                if (toks < 4) {
                    theValue = strTok.nextToken();
                    break;
                }
            }
        }
    }
    return theValue;
}",java:S3776,39
"private String substitute(String exp, List<DSLMappingEntry> entries, int line, Map<String, Integer> use, boolean showSingleSteps){
    if (entries.size() == 0) {
        if (line > 0) {
            this.addError(new ExpanderException(""No mapping entries for expanding: "" + exp, line));
        }
        return exp;
    }
    if (showSingleSteps) {
        logger.info(""to expand: |"" + exp + ""|"");
    }
    Map<String, String> key2value = new HashMap<>();
    for (final DSLMappingEntry entry : entries) {
        Map<String, Integer> vars = entry.getVariables();
        String mappingKey = entry.getMappingKey();
        String vp = entry.getValuePattern();
        Pattern kp = entry.getKeyPattern();
        Matcher m = kp.matcher(exp);
        int startPos = 0;
        boolean match;
        Integer count;
        if (showUsage) {
            count = use.get(mappingKey);
            if (count == null)
                use.put(mappingKey, 0);
        }
        while (startPos < exp.length() && m.find(startPos)) {
            match = true;
            if (showSingleSteps) {
                logger.info(""  matches: "" + kp.toString());
            }
            if (showUsage) {
                use.put(mappingKey, use.get(mappingKey) + 1);
            }
            String target = m.group(0);
            if (!vars.keySet().isEmpty()) {
                StringBuilder sb = new StringBuilder();
                String del = ""\\{("";
                for (String key : vars.keySet()) {
                    sb.append(del).append(Pattern.quote(key));
                    del = ""|"";
                }
                sb.append("")"").append(funcPatStr).append(""\\}"");
                Pattern allkeyPat = Pattern.compile(sb.toString());
                vp = entry.getValuePattern();
                Matcher allkeyMat = allkeyPat.matcher(vp);
                while (allkeyMat.find()) {
                    String theKey = allkeyMat.group(1);
                    String theFunc = allkeyMat.group(2);
                    String foundValue = m.group(vars.get(theKey));
                    String theValue = applyFunc(theFunc, foundValue);
                    String newVp = vp.substring(0, allkeyMat.start()) + theValue + vp.substring(allkeyMat.end());
                    allkeyMat.reset(newVp);
                    key2value.put(theKey, foundValue);
                    if (newVp.equals(vp)) {
                        break;
                    } else {
                        vp = newVp;
                    }
                }
            }
            Matcher varRefMat = varRefPat.matcher(vp);
            while (varRefMat.find()) {
                String theKey = varRefMat.group(1);
                String theFunc = varRefMat.group(2);
                for (int ientry = substitutions.size() - 1; ientry >= 0; ientry--) {
                    String foundValue = substitutions.get(ientry).get(theKey);
                    if (foundValue != null) {
                        String theValue = applyFunc(theFunc, foundValue);
                        vp = vp.substring(0, varRefMat.start()) + theValue + vp.substring(varRefMat.end());
                        varRefMat.reset(vp);
                        break;
                    }
                }
            }
            if (key2value.size() > 0) {
                substitutions.add(key2value);
            }
            exp = exp.substring(0, m.start()) + vp + exp.substring(m.end());
            if (match && showSingleSteps) {
                logger.info(""   result: |"" + exp + ""|"");
            }
            startPos = m.start() + vp.length();
            m.reset(exp);
        }
    }
    return exp;
}",java:S3776,39
"protected Class<?> resolveClass(ObjectStreamClass desc) throws IOException, ClassNotFoundException{
    return resolveClass(desc.getName());
}",java:S1161,11
"public void readExternal(ObjectInput in) throws IOException, ClassNotFoundException{
    super.readExternal(in);
    this.accumulator = (Accumulator) in.readObject();
}",java:S1161,11
"private String expandLHS(final String lhs, int lineOffset){
    substitutions = new ArrayList<>();
    final StringBuilder buf = new StringBuilder();
    final String[] lines = lhs.split((lhs.indexOf(""\r\n"") >= 0 ? ""\r\n"" : ""\n""), -1);
    final String[] expanded = new String[lines.length];
    int lastExpanded = -1;
    int lastPattern = -1;
    for (int i = 0; i < lines.length - 1; i++) {
        final String trimmed = lines[i].trim();
        expanded[++lastExpanded] = lines[i];
        if (trimmed.length() == 0 || trimmed.startsWith(""#"") || trimmed.startsWith(""//"")) {
        } else if (trimmed.startsWith("">"")) {
            expanded[lastExpanded] = lines[i].replaceFirst("">"", "" "");
            lastPattern = lastExpanded;
        } else {
            expanded[lastExpanded] = substitute(expanded[lastExpanded], this.condition, i + lineOffset, useWhen, showSteps);
            if (lines[i].equals(expanded[lastExpanded])) {
                this.addError(new ExpanderException(""Unable to expand: "" + lines[i].replaceAll(""[\n\r]"", """").trim(), i + lineOffset));
            }
            if (trimmed.startsWith(""-"") && (!lines[i].equals(expanded[lastExpanded]))) {
                if (lastPattern >= 0) {
                    ConstraintInformation c = ConstraintInformation.findConstraintInformationInPattern(expanded[lastPattern]);
                    if (c.start > -1) {
                        expanded[lastPattern] = expanded[lastPattern].substring(0, c.start) + c.constraints + ((c.constraints.trim().length() == 0) ? """" : "", "") + expanded[lastExpanded].trim() + expanded[lastPattern].substring(c.end);
                    } else {
                        this.addError(new ExpanderException(""No pattern was found to add the constraint to: "" + lines[i].trim(), i + lineOffset));
                    }
                }
                lastExpanded--;
            } else {
                lastPattern = lastExpanded;
            }
        }
    }
    for (int i = 0; i <= lastExpanded; i++) {
        buf.append(expanded[i]);
        buf.append(nl);
    }
    return buf.toString();
}",java:S3776,39
"private String expandRHS(final String lhs, int lineOffset){
    final StringBuilder buf = new StringBuilder();
    final String[] lines = lhs.split((lhs.indexOf(""\r\n"") >= 0 ? ""\r\n"" : ""\n""), -1);
    final String[] expanded = new String[lines.length];
    int lastExpanded = -1;
    int lastPattern = -1;
    for (int i = 0; i < lines.length - 1; i++) {
        final String trimmed = lines[i].trim();
        expanded[++lastExpanded] = lines[i];
        if (trimmed.length() == 0 || trimmed.startsWith(""#"") || trimmed.startsWith(""//"")) {
            buf.append(lines[i]);
        } else if (trimmed.startsWith("">"")) {
            expanded[lastExpanded] = lines[i].replaceFirst("">"", "" "");
        } else {
            expanded[lastExpanded] = substitute(expanded[lastExpanded], this.consequence, i + lineOffset, useThen, showSteps);
            if (lines[i].equals(expanded[lastExpanded])) {
                this.addError(new ExpanderException(""Unable to expand: "" + lines[i], i + lineOffset));
            }
            if (trimmed.startsWith(""-"") && (!lines[i].equals(expanded[lastExpanded]))) {
                int lastMatchStart = -1;
                int lastMatchEnd = -1;
                String modifiers = """";
                if (lastPattern >= 0) {
                    final Matcher m2 = modifyFinder.matcher(expanded[lastPattern]);
                    while (m2.find()) {
                        lastMatchStart = m2.start();
                        lastMatchEnd = m2.end();
                        modifiers = m2.group(1).trim();
                    }
                }
                if (lastMatchStart > -1) {
                    expanded[lastPattern] = expanded[lastPattern].substring(0, lastMatchStart) + ""{ "" + modifiers + ((modifiers.length() == 0) ? """" : "", "") + expanded[lastExpanded].trim() + "" }"" + expanded[lastPattern].substring(lastMatchEnd);
                } else {
                    this.addError(new ExpanderException(""No modify was found to add the modifier to: "" + lines[i].trim(), i + lineOffset));
                }
                lastExpanded--;
            } else {
                lastPattern = lastExpanded;
            }
        }
    }
    for (int i = 0; i <= lastExpanded; i++) {
        buf.append(expanded[i]);
        buf.append(nl);
    }
    if (lines.length == 0) {
        buf.append(nl);
    }
    return buf.toString();
}",java:S3776,39
"public void writeExternal(ObjectOutput out) throws IOException{
    super.writeExternal(out);
    if (CompiledInvoker.isCompiledInvoker(accumulator)) {
        out.writeObject(null);
    } else {
        out.writeObject(accumulator);
    }
}",java:S1161,11
"public SingleAccumulate clone(){
    RuleConditionElement clonedSource = source instanceof GroupElement ? ((GroupElement) source).cloneOnlyGroup() : source.clone();
    SingleAccumulate clone = new SingleAccumulate(clonedSource, this.requiredDeclarations, this.accumulator);
    registerClone(clone);
    return clone;
}",java:S2975,34
"public SingleAccumulate clone(){
    RuleConditionElement clonedSource = source instanceof GroupElement ? ((GroupElement) source).cloneOnlyGroup() : source.clone();
    SingleAccumulate clone = new SingleAccumulate(clonedSource, this.requiredDeclarations, this.accumulator);
    registerClone(clone);
    return clone;
}",java:S1182,14
"public static String dumpDRL(DrlPackage drl) throws Exception{
    Template temp = CONFIGURATION.getTemplate(""drl.ftl"");
    Writer out = new StringWriter();
    temp.process(drl, out);
    String result = out.toString();
    out.close();
    return result;
}",java:S112,4
"public boolean ignoreOptionalProblems(){
    return true;
}",java:S1161,11
"public CompilationResult compile(final String[] pSourceFiles, final ResourceReader pReader, final ResourceStore pStore, final ClassLoader pClassLoader, final JavaCompilerSettings pSettings){
    final Collection problems = new ArrayList();
    final ICompilationUnit[] compilationUnits = new ICompilationUnit[pSourceFiles.length];
    for (int i = 0; i < compilationUnits.length; i++) {
        final PortablePath sourceFile = PortablePath.of(pSourceFiles[i]);
        if (pReader.isAvailable(sourceFile)) {
            compilationUnits[i] = new CompilationUnit(pReader, sourceFile.asString());
        } else {
            final CompilationProblem problem = new CompilationProblem() {

                public int getEndColumn() {
                    return 0;
                }

                public int getEndLine() {
                    return 0;
                }

                public String getFileName() {
                    return sourceFile.asString();
                }

                public String getMessage() {
                    return ""Source "" + sourceFile.asString() + "" could not be found"";
                }

                public int getStartColumn() {
                    return 0;
                }

                public int getStartLine() {
                    return 0;
                }

                public boolean isError() {
                    return true;
                }

                public String toString() {
                    return getMessage();
                }
            };
            problems.add(problem);
        }
    }
    if (problems.size() > 0) {
        final CompilationProblem[] result = new CompilationProblem[problems.size()];
        problems.toArray(result);
        return new CompilationResult(result);
    }
    final IErrorHandlingPolicy policy = DefaultErrorHandlingPolicies.proceedWithAllProblems();
    final IProblemFactory problemFactory = new DefaultProblemFactory(Locale.getDefault());
    final INameEnvironment nameEnvironment = new INameEnvironment() {

        public NameEnvironmentAnswer findType(final char[][] pCompoundTypeName) {
            final StringBuilder result = new StringBuilder();
            for (int i = 0; i < pCompoundTypeName.length; i++) {
                if (i != 0) {
                    result.append('.');
                }
                result.append(pCompoundTypeName[i]);
            }
            return findType(result.toString());
        }

        public NameEnvironmentAnswer findType(final char[] pTypeName, final char[][] pPackageName) {
            final StringBuilder result = new StringBuilder();
            for (char[] chars : pPackageName) {
                result.append(chars);
                result.append('.');
            }
            result.append(pTypeName);
            return findType(result.toString());
        }

        private NameEnvironmentAnswer findType(final String pClazzName) {
            final String resourceName = ClassUtils.convertClassToResourcePath(pClazzName);
            final byte[] clazzBytes = pStore.read(resourceName);
            if (clazzBytes != null) {
                try {
                    return createNameEnvironmentAnswer(pClazzName, clazzBytes);
                } catch (final ClassFormatException e) {
                    throw new RuntimeException(""ClassFormatException in loading class '"" + pClazzName + ""' with JCI."");
                }
            }
            try (InputStream is = pClassLoader.getResourceAsStream(resourceName)) {
                if (is == null) {
                    return null;
                }
                if (ClassUtils.isCaseSenstiveOS()) {
                    try {
                        pClassLoader.loadClass(pClazzName);
                    } catch (ClassNotFoundException | NoClassDefFoundError e) {
                        return null;
                    }
                }
                final byte[] buffer = new byte[8192];
                try (ByteArrayOutputStream baos = new ByteArrayOutputStream(buffer.length)) {
                    int count;
                    while ((count = is.read(buffer, 0, buffer.length)) > 0) {
                        baos.write(buffer, 0, count);
                    }
                    baos.flush();
                    return createNameEnvironmentAnswer(pClazzName, baos.toByteArray());
                }
            } catch (final IOException e) {
                throw new RuntimeException(""could not read class"", e);
            } catch (final ClassFormatException e) {
                throw new RuntimeException(""wrong class format"", e);
            }
        }

        private NameEnvironmentAnswer createNameEnvironmentAnswer(final String pClazzName, final byte[] clazzBytes) throws ClassFormatException {
            final char[] fileName = pClazzName.toCharArray();
            final ClassFileReader classFileReader = new ClassFileReader(clazzBytes, fileName, true);
            return new NameEnvironmentAnswer(classFileReader, null);
        }

        private boolean isSourceAvailable(final String pClazzName, final ResourceReader pReader) {
            final String javaSource = pClazzName.replace('.', '/') + "".java"";
            final String classSource = pClazzName.replace('.', '/') + "".class"";
            return pReader.isAvailable(sourceFolder + javaSource) || pReader.isAvailable(sourceFolder + classSource);
        }

        private boolean isPackage(final String pClazzName) {
            try (InputStream is = pClassLoader.getResourceAsStream(ClassUtils.convertClassToResourcePath(pClazzName))) {
                if (is != null) {
                    if (ClassUtils.isWindows() || ClassUtils.isOSX()) {
                        try {
                            Class cls = pClassLoader.loadClass(pClazzName);
                            if (cls != null) {
                                return false;
                            }
                        } catch (ClassNotFoundException | NoClassDefFoundError e) {
                            return true;
                        }
                    }
                }
                return is == null && !isSourceAvailable(pClazzName, pReader);
            } catch (IOException e) {
                throw new RuntimeException(""Cannot open or close resource stream!"", e);
            }
        }

        public boolean isPackage(char[][] parentPackageName, char[] pPackageName) {
            final StringBuilder result = new StringBuilder();
            if (parentPackageName != null) {
                for (int i = 0; i < parentPackageName.length; i++) {
                    if (i != 0) {
                        result.append('.');
                    }
                    result.append(parentPackageName[i]);
                }
            }
            if (parentPackageName != null && parentPackageName.length > 0) {
                result.append('.');
            }
            result.append(pPackageName);
            return isPackage(result.toString());
        }

        public void cleanup() {
        }
    };
    final ICompilerRequestor compilerRequestor = pResult -> {
        if (pResult.hasProblems()) {
            final IProblem[] iproblems = pResult.getProblems();
            for (final IProblem iproblem : iproblems) {
                final CompilationProblem problem = new EclipseCompilationProblem(iproblem);
                problems.add(problem);
            }
        }
        if (!pResult.hasErrors()) {
            final ClassFile[] clazzFiles = pResult.getClassFiles();
            for (final ClassFile clazzFile : clazzFiles) {
                final char[][] compoundName = clazzFile.getCompoundName();
                final StringBuilder clazzName = new StringBuilder();
                for (int j = 0; j < compoundName.length; j++) {
                    if (j != 0) {
                        clazzName.append('.');
                    }
                    clazzName.append(compoundName[j]);
                }
                pStore.write(clazzName.toString().replace('.', '/') + "".class"", clazzFile.getBytes());
            }
        }
    };
    final Map settingsMap = new EclipseJavaCompilerSettings(pSettings).toNativeSettings();
    CompilerOptions compilerOptions = new CompilerOptions(settingsMap);
    compilerOptions.parseLiteralExpressionsAsConstants = false;
    final Compiler compiler = new Compiler(nameEnvironment, policy, compilerOptions, compilerRequestor, problemFactory);
    if (true) {
        dumpUnits(compilationUnits, pReader);
    }
    compiler.compile(compilationUnits);
    final CompilationProblem[] result = new CompilationProblem[problems.size()];
    problems.toArray(result);
    return new CompilationResult(result);
}",java:S3776,39
"public void cleanup(){
}",java:S1186,16
"private static int get_y(int val){
    return val % MOD_NUM;
}",java:S100,0
"private static int get_x(int val){
    return val / MOD_NUM;
}",java:S100,0
"private static double get_angle(int p1, int p2){
    int delta_x, delta_y;
    double ret = 0.0;
    delta_x = get_x(p2) - get_x(p1);
    delta_y = get_y(p2) - get_y(p1);
    if (delta_x == 0) {
        if (delta_y > 0) {
            ret = PI / 2;
        } else if (delta_y < 0) {
            ret = -PI / 2;
        }
    } else if (delta_y == 0) {
        if (delta_x > 0) {
            ret = 0.0;
        } else if (delta_x < 0) {
            ret = PI;
        }
    } else {
        ret = Math.atan2(delta_y, delta_x);
    }
    return ret;
}",java:S100,0
"private static double inscribed_angle(int basepoint, int p1, int p2){
    double angle1, angle2, temp;
    angle1 = get_angle(basepoint, p1);
    angle2 = get_angle(basepoint, p2);
    temp = angle1 - angle2;
    if (temp < 0.0)
        temp = -temp;
    if (temp > PI)
        temp = 2 * PI - temp;
    if (temp < 0.0)
        return (-temp);
    return (temp);
}",java:S100,0
"public static Junction make_3_junction(int basepoint, int p1, int p2, int p3){
    int shaft, barb1, barb2;
    double angle12, angle13, angle23;
    double sum, sum1213, sum1223, sum1323;
    double delta;
    String j_type;
    angle12 = inscribed_angle(basepoint, p1, p2);
    angle13 = inscribed_angle(basepoint, p1, p3);
    angle23 = inscribed_angle(basepoint, p2, p3);
    sum1213 = angle12 + angle13;
    sum1223 = angle12 + angle23;
    sum1323 = angle13 + angle23;
    if (sum1213 < sum1223) {
        if (sum1213 < sum1323) {
            sum = sum1213;
            shaft = p1;
            barb1 = p2;
            barb2 = p3;
        } else {
            sum = sum1323;
            shaft = p3;
            barb1 = p1;
            barb2 = p2;
        }
    } else {
        if (sum1223 < sum1323) {
            sum = sum1223;
            shaft = p2;
            barb1 = p1;
            barb2 = p3;
        } else {
            sum = sum1323;
            shaft = p3;
            barb1 = p1;
            barb2 = p2;
        }
    }
    delta = sum - PI;
    if (delta < 0.0)
        delta = -delta;
    if (delta < 0.001) {
        j_type = Junction.TEE;
    } else if (sum > PI) {
        j_type = Junction.FORK;
    } else {
        j_type = Junction.ARROW;
    }
    return new Junction(barb1, shaft, barb2, basepoint, j_type);
}",java:S100,0
"public static void main(String[] args) throws Exception{
    KieContainer kc = KieServices.Factory.get().getKieClasspathContainer();
    KieSession ksession = kc.newKieSession(""HouseOfDoomKS"");
    ksession.insert(new Location(""Office"", ""House""));
    ksession.insert(new Location(""Kitchen"", ""House""));
    ksession.insert(new Location(""Knife"", ""Kitchen""));
    ksession.insert(new Location(""Cheese"", ""Kitchen""));
    ksession.insert(new Location(""Desk"", ""Office""));
    ksession.insert(new Location(""Chair"", ""Office""));
    ksession.insert(new Location(""Computer"", ""Desk""));
    ksession.insert(new Location(""Drawer"", ""Desk""));
    ksession.insert(""go1"");
    ksession.fireAllRules();
    System.out.println(""---"");
    ksession.insert(""go2"");
    ksession.fireAllRules();
    System.out.println(""---"");
    ksession.insert(""go3"");
    ksession.fireAllRules();
    System.out.println(""---"");
    ksession.insert(new Location(""Key"", ""Drawer""));
    ksession.fireAllRules();
    System.out.println(""---"");
    ksession.insert(""go4"");
    ksession.fireAllRules();
    System.out.println(""---"");
    ksession.insert(""go5"");
    ksession.fireAllRules();
}",java:S1130,7
"public String toString(){
    return ""AllocatedCashflow["" + ""account="" + account + "",date="" + getDate() + "",type="" + (getType() == CREDIT ? ""Credit"" : ""Debit"") + "",amount="" + getAmount() + ""]"";
}",java:S1161,11
"public String toString(){
    return ""TypedCashflow[date="" + getDate() + "",type="" + (type == CREDIT ? ""Credit"" : ""Debit"") + "",amount="" + getAmount() + ""]"";
}",java:S1161,11
"private static String createRules2(String dialect){
    return """" + ""rule \""r1\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r1\"" , t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r2\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r2\"" , t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r3\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""CAD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r3\"", t.getTransactionNumber()));\n"" + ""end \n"" + ""rule \""r4\""\n"" + ""dialect \"""" + dialect + ""\""\n"" + ""when   t : TransactionC(CurrencyCode == \""USD\"") \n"" + ""then \n"" + ""mo.add(new Outcome(\""r4\"", t.getTransactionNumber()));\n"" + ""end \n"";
}",java:S1144,10
"public void mouseReleased(MouseEvent e){
    JList jlist = (JList) e.getSource();
    tableModel.addItem((Product) jlist.getSelectedValue());
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
    JTable jtable = (JTable) e.getSource();
    TableModel tableModel = (TableModel) jtable.getModel();
    tableModel.removeItem(jtable.getSelectedRow());
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
    JButton button = (JButton) e.getComponent();
    callback.checkout((JFrame) button.getTopLevelAncestor(), tableModel.getItems());
}",java:S1161,11
"public void mouseReleased(MouseEvent e){
    output.setText(null);
    tableModel.clear();
    System.out.println(""------ Reset ------"");
}",java:S1161,11
"public void setValue(Object object){
    Product item = (Product) object;
    setText(item.getName());
}",java:S1161,11
"public void setValue(Object object){
    Product item = (Product) object;
    setText(Double.toString(item.getPrice()));
}",java:S1161,11
"public String getColumnName(int col){
    return columnNames[col];
}",java:S1161,11
"public Class<?> getColumnClass(int c){
    return Product.class;
}",java:S1161,11
